Код филиала,Название,"Адрес, строка 1","Адрес, строка 2",Город,Район,Область/край,Страна,Индекс,Основной номер телефона,Веб-сайт,Основная категория,Дополнительные категории,Часы работы,Изображения,Описание,Доп. телефон,Моб. телефон,Ярлыки,"Номер телефона для расширения ""Адреса"" в AdWords"
1709,Ин-Тайм,"ул. 60ти лет Октября, 5а",,Карловка,,Полтавская область,UA,00000, (67) 618-05-73,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Карловка (склад № 1)",0 (800) 30-09-11,,,
1621,Ин-Тайм,"ул. Пушкина, 2",,Тарутино,,Одесская область,UA,00000, (67) 618-05-49,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Тарутино (склад № 1)",0 (800) 30-09-11,,,
0508,Ин-Тайм,"ул. Маяковского, 72а",,Курахово,,Донецкая область,UA,00000, (67) 618-05-84,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Курахово (склад № 1)",0 (800) 30-09-11,,,
1708,Ин-Тайм,"ул. Ленина, 81",,Зеньков,,Полтавская область,UA,00000, (67) 618-05-97,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:08:00:15:00",,"Зеньков (склад № 1)",0 (800) 30-09-11,,,
1902,Ин-Тайм,"ул. Белопольское шоссе, 19",,Сумы,,Сумская область,UA,00000, (67) 619-32-43,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Сумы Белопольское (склад № 2 до 30кг)",0 (800) 30-09-11,,,
1710,Ин-Тайм,"ул. Днепропетровская, 94",,Кобеляки,,Полтавская область,UA,00000, (67) 619-32-44,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:09:00:15:00",,"Кобеляки (склад № 1)",0 (800) 30-09-11,,,
1715,Ин-Тайм,"ул. Победы, 3",,Опошня,,Полтавская область,UA,00000, (67) 619-32-46,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:09:00:15:00",,"Опошня (склад № 1)",0 (800) 30-09-11,,,
1409,Ин-Тайм,"ул. Грушевского, 23",,Ходоров,,Львовская область,UA,00000, (67) 619-32-51,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Ходоров (склад № 1)",0 (800) 30-09-11,,,
2409,Ин-Тайм,"ул. Черкасская, 44а",,Чернобай,,Черкасская область,UA,00000, (67) 619-62-54,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Чернобай (склад № 1)",0 (800) 30-09-11,,,
0210,Ин-Тайм,"ул. 9го января, 31а",,Крыжополь,,Винницкая область,UA,00000, (67) 619-32-48,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:09:00:15:00",,"Крыжополь (склад № 1)",0 (800) 30-09-11,,,
0213,Ин-Тайм,"ул. Ленина, 25",,Тростянец,,Винницкая область,UA,00000, (67) 619-32-67,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Тростянец (Винн.обл.) (склад № 1)",0 (800) 30-09-11,,,
2208,Ин-Тайм,"ул. Ленина, 33а",,Новотроицкое,,Херсонская область,UA,00000, (67) 619-79-59,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Новотроицкое (склад № 1)",0 (800) 30-09-11,,,
2116,Ин-Тайм,"ул. Полтавская, 79",,Красноград,,Харьковская область,UA,00000, (67) 619-62-56,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Красноград (склад № 1)",0 (800) 30-09-11,,,
1707,Ин-Тайм,"ул. Энгельса, 29а",,Диканька,,Полтавская область,UA,00000, (67) 619-62-57,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Диканька (склад № 1)",0 (800) 30-09-11,,,
0815,Ин-Тайм,"ул. Октябрьская, 28",,Вольнянск,,Запорожская область,UA,00000, (67) 619-58-85,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:09:00:15:00",,"Вольнянск (склад № 1)",0 (800) 30-09-11,,,
1119,Ин-Тайм,"ул. Тимошенко, 13а",,Киев,,Киев,UA,00000, (67) 619-80-04,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Киев Минская (склад № 19 до 30кг)",0 (800) 30-09-11,,,
0410,Ин-Тайм,"пр. Ленина, 11",,Верхнеднепровск,,Днепропетровская область,UA,00000, (67) 619-79-58,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:08:00:14:00",,"Верхнеднепровск (склад № 1)",0 (800) 30-09-11,,,
1705,Ин-Тайм,"пл. Ленина, 1",,Великие Сорочинцы,,Полтавская область,UA,00000, (67) 619-18-89,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:08:00:14:00",,"Великие Сорочинцы (склад № 1)",0 (800) 30-09-11,,,
2307,Ин-Тайм,"ул. Леси Украинки, 119",,Полонное,,Хмельницкая область,UA,00000, (67) 619-28-15,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Полонное (склад № 1)",0 (800) 30-09-11,,,
1405,Ин-Тайм,"ул. Мицкевича, 9",,Жидачов,,Львовская область,UA,00000, (67) 619-18-69,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Жидачов (склад № 1)",0 (800) 30-09-11,,,
2105,Ин-Тайм,"прт 50летия СССР, 2б",,Харьков,,Харьковская область,UA,00000, (67) 619-44-04,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:16:00,3:08:00:16:00,4:08:00:16:00,5:08:00:16:00,6:08:00:16:00,7:08:00:16:00",,"Харьков Автоград (склад № 5 до 30кг)",0 (800) 30-09-11,,,
1718,Ин-Тайм,"ул. Ленина, 63",,Шишаки,,Полтавская область,UA,00000, (67) 619-16-52,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:08:00:14:00",,"Шишаки (склад № 1)",0 (800) 30-09-11,,,
1308,Ин-Тайм,"ул. Ленина, 97",,Новопсков,,Луганская область,UA,00000, (67) 617-23-31,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Новопсков (склад № 1)",0 (800) 30-09-11,,,
0603,Ин-Тайм,"ул. Кирова, 23",,Коростень,,Житомирская область,UA,00000, (67) 617-23-35,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Коростень (склад № 1)",0 (800) 30-09-11,,,
1502,Ин-Тайм,"ул. Комсомольская, 43",,Николаев,,Николаевская область,UA,00000, (67) 619-33-79,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Николаев Комсомольская (склад № 2 до 30кг)",0 (800) 30-09-11,,,
1307,Ин-Тайм,"ул. Южная, 19/3",,Новоайдар,,Луганская область,UA,00000, (67) 617-23-34,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Новоайдар (склад № 1)",0 (800) 30-09-11,,,
0203,Ин-Тайм,"ул. Фрунзе, 4д",,Винница,,Винницкая область,UA,00000, (67) 619-13-80,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Винница Фрунзе (склад № 3)",0 (800) 30-09-11,,,
1613,Ин-Тайм,"пл. Генерала Плиева, 27/а",,Березовка,,Одесская область,UA,00000, (67) 617-23-30,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Березовка  (склад № 1)",0 (800) 30-09-11,,,
0823,Ин-Тайм,"ул. Коноваленко, 12",,Михайловка,,Запорожская область,UA,00000, (67) 617-23-29,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Михайловка (склад № 1)",0 (800) 30-09-11,,,
1604,Ин-Тайм,"ул. Дальницкая, 44",,Одесса,,Одесская область,UA,00000, (67) 617-23-15,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Одесса Дальницкая (склад № 4 до 30кг)",0 (800) 30-09-11,,,
1720,Ин-Тайм,"ул. Гагарина, 16а",,Кременчуг,,Полтавская область,UA,00000, (67) 619-80-02,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Кременчуг Вокзальная (склад № 2 до 30кг)",0 (800) 30-09-11,,,
2404,Ин-Тайм,"ул. Пролетарская, 92а",,Звенигородка,,Черкасская область,UA,00000, (67) 619-57-48,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Звенигородка (склад № 1)",0 (800) 30-09-11,,,
0412,Ин-Тайм,"ул. Кирова, 12",,Днепродзержинск,,Днепропетровская область,UA,00000, (67) 619-55-65,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Днепродзержинск  (склад № 1)",0 (800) 30-09-11,,,
0604,Ин-Тайм,"ул. Привокзальная, 3",,Бердичев,,Житомирская область,UA,00000, (67) 619-69-88,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Бердичев  (склад № 1)",0 (800) 30-09-11,,,
1214,Ин-Тайм,"ул. Первомайская, 33",,Побугское,,Кировоградская область,UA,00000, (67) 612-73-89,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:09:00:15:00",,"Побугское (склад № 1)",0 (800) 30-09-11,,,
1124,Ин-Тайм,"прт Голосеевский, 108/1б",,Киев,,Киев,UA,00000, (67) 612-74-25,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Киев Васильковская (склад № 24 до 30кг)",0 (800) 30-09-11,,,
2103,Ин-Тайм,"Авторынок ""Лоск"", Земельный участок, 3",,Харьков,,Харьковская область,UA,00000, (67) 619-65-38,http://www.intime.ua,Почтовая служба,Курьерская служба,"1:08:00:14:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:08:00:14:00",,"Харьков а/р ""Лоск"" (склад № 3)",0 (800) 30-09-11,,,
1814,Ин-Тайм,"ул. Ватутина, 38",,Млинов,,Ровенская область,UA,00000, (67) 617-37-24,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:09:00:15:00",,"Млинов (склад № 1)",0 (800) 30-09-11,,,
1135,Ин-Тайм,"ул. Козацкая, 126",,Киев,,Киев,UA,00000, (67) 617-37-42,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Киев Козацкая (склад № 35)",0 (800) 30-09-11,,,
1030,Ин-Тайм,"ул. Железнодорожная, 164",,Калиновка,,Киевская область,UA,00000, (67) 617-37-43,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Калиновка (склад № 1)",0 (800) 30-09-11,,,
2304,Ин-Тайм,"ул. Мира, 30/4",,Староконстантинов,,Хмельницкая область,UA,00000, (67) 618-84-02,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Староконстантинов (склад № 1)",0 (800) 30-09-11,,,
2106,Ин-Тайм,"прт Людвига Свободы, 31",,Харьков,,Харьковская область,UA,00000, (67) 618-84-03,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Харьков Алексеевка (склад № 6 до 30кг)",0 (800) 30-09-11,,,
2207,Ин-Тайм,"ул. Ленина, 38",,Каланчак,,Херсонская область,UA,00000, (67) 618-84-17,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00",,"Каланчак (склад № 1)",0 (800) 30-09-11,,,
1609,Ин-Тайм,"ул. Орджоникидзе, 44а",,Арциз,,Одесская область,UA,00000, (67) 618-84-18,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:09:00:15:00",,"Арциз  (склад № 1)",0 (800) 30-09-11,,,
0908,Ин-Тайм,"ул. Мазепы, 31а",,Надвирна,,Ивано-Франковская область,UA,00000, (67) 619-97-44,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Надвирна  (склад № 1)",0 (800) 30-09-11,,,
1619,Ин-Тайм,"ул. Ленина, 28",,Раздельная,,Одесская область,UA,00000, (67) 617-81-08,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:09:00:15:00",,"Раздельная  (склад № 1)",0 (800) 30-09-11,,,
1504,Ин-Тайм,"ул Революции, 34",,Первомайск,,Николаевская область,UA,00000,(067) 618 09 35,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Первомайск (Ник.обл.) (склад № 1)",0 (800) 30-09-11,,,
1905,Ин-Тайм,"ул. Фрунзе, 8",,Ахтырка,,Сумская область,UA,00000, (67) 619-88-76,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Ахтырка  (склад № 1)",0 (800) 30-09-11,,,
